OTU ID,ZLMCA_sum,ZLMCA_mean,ZLMCA_non_zero,ZLMHP_sum,ZLMHP_mean,ZLMHP_non_zero,ZLMPM_sum,ZLMPM_mean,ZLMPM_non_zero,ZLMSS_sum,ZLMSS_mean,ZLMSS_non_zero,ZLMVL_sum,ZLMVL_mean,ZLMVL_non_zero,ZPFCA_sum,ZPFCA_mean,ZPFCA_non_zero,ZPFMV_sum,ZPFMV_mean,ZPFMV_non_zero,ZPFPM_sum,ZPFPM_mean,ZPFPM_non_zero,ZPFRR_sum,ZPFRR_mean,ZPFRR_non_zero,ZPFSS_sum,ZPFSS_mean,ZPFSS_non_zero,ZPFVL_sum,ZPFVL_mean,ZPFVL_non_zero,ZSLCA_sum,ZSLCA_mean,ZSLCA_non_zero,ZSLHP_sum,ZSLHP_mean,ZSLHP_non_zero,ZSLPB_sum,ZSLPB_mean,ZSLPB_non_zero,ZSLPM_sum,ZSLPM_mean,ZSLPM_non_zero,ZSLRA_sum,ZSLRA_mean,ZSLRA_non_zero,ZSLSS_sum,ZSLSS_mean,ZSLSS_non_zero,ZSLVL_sum,ZSLVL_mean,ZSLVL_non_zero
OTU10019,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,0.038461538461538464,1,0,0.0,0,1,0.07142857142857142,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0
OTU1002,0,0.0,0,9,0.6428571428571429,1,77,5.133333333333334,5,15,1.0714285714285714,4,0,0.0,0,0,0.0,0,75,5.357142857142857,8,105,7.0,9,165,13.75,9,77,7.0,6,64,7.111111111111111,7,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0
OTU10025,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,0.06666666666666667,1,3,0.21428571428571427,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0
OTU1003,0,0.0,0,1,0.07142857142857142,1,1,0.06666666666666667,1,0,0.0,0,0,0.0,0,1,0.03571428571428571,1,1,0.07142857142857142,1,3,0.2,2,1,0.08333333333333333,1,0,0.0,0,3,0.3333333333333333,2,0,0.0,0,0,0.0,0,0,0.0,0,2,0.125,1,0,0.0,0,6,0.46153846153846156,1,0,0.0,0
OTU10036,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,2,0.07692307692307693,1,0,0.0,0,0,0.0,0,6,0.375,1,0,0.0,0,0,0.0,0,0,0.0,0
OTU10037,0,0.0,0,0,0.0,0,0,0.0,0,1,0.07142857142857142,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,2,0.125,1,1,0.07142857142857142,1,0,0.0,0,0,0.0,0
OTU1004,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,12,0.8,1,6,0.5,1,3,0.2727272727272727,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0
OTU10041,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,4,0.25,1,0,0.0,0,0,0.0,0,0,0.0,0
OTU10043,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,2,0.125,1,0,0.0,0,2,0.15384615384615385,1,0,0.0,0
OTU1005,745,29.8,1,0,0.0,0,1,0.06666666666666667,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0
OTU10057,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,2,0.14285714285714285,1,0,0.0,0,0,0.0,0
OTU10058,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,4,0.2857142857142857,1,0,0.0,0,0,0.0,0
OTU1006,0,0.0,0,0,0.0,0,13,0.8666666666666667,1,20,1.4285714285714286,2,0,0.0,0,0,0.0,0,4,0.2857142857142857,2,0,0.0,0,3,0.25,1,7,0.6363636363636364,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0
OTU1007,20,0.8,7,29,2.0714285714285716,6,2,0.13333333333333333,1,1,0.07142857142857142,1,0,0.0,0,22,0.7857142857142857,3,0,0.0,0,2,0.13333333333333333,1,0,0.0,0,0,0.0,0,0,0.0,0,222,8.538461538461538,14,78,5.2,3,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0
OTU10071,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,2,0.15384615384615385,1,0,0.0,0
OTU10075,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,2,0.15384615384615385,1,0,0.0,0
OTU10077,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,4,0.3076923076923077,1,0,0.0,0
OTU1008,131,5.24,2,2,0.14285714285714285,2,6,0.4,3,1,0.07142857142857142,1,0,0.0,0,1,0.03571428571428571,1,14,1.0,6,4,0.26666666666666666,3,32,2.6666666666666665,7,11,1.0,6,0,0.0,0,2,0.07692307692307693,1,34,2.2666666666666666,2,10,0.7142857142857143,2,17,1.0625,4,8,0.5714285714285714,3,6,0.46153846153846156,2,0,0.0,0
OTU1009,3,0.12,2,219,15.642857142857142,8,195,13.0,6,22,1.5714285714285714,6,0,0.0,0,2,0.07142857142857142,2,6,0.42857142857142855,2,8,0.5333333333333333,5,8,0.6666666666666666,3,0,0.0,0,1,0.1111111111111111,1,18,0.6923076923076923,4,20,1.3333333333333333,5,7,0.5,2,12,0.75,5,4,0.2857142857142857,3,1,0.07692307692307693,1,0,0.0,0
OTU10091,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,0.07692307692307693,1,0,0.0,0
OTU10098,142,5.68,12,0,0.0,0,0,0.0,0,2,0.14285714285714285,1,0,0.0,0,130,4.642857142857143,10,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0
OTU101,16,0.64,7,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0
OTU1010,77,3.08,14,42,3.0,9,139,9.266666666666667,10,68,4.857142857142857,8,15,15.0,1,57,2.0357142857142856,13,84,6.0,10,85,5.666666666666667,8,43,3.5833333333333335,6,111,10.090909090909092,7,56,6.222222222222222,6,22,0.8461538461538461,9,6,0.4,3,11,0.7857142857142857,4,45,2.8125,6,23,1.6428571428571428,6,35,2.6923076923076925,7,3,1.5,1
OTU10104,0,0.0,0,2,0.14285714285714285,1,2,0.13333333333333333,1,4,0.2857142857142857,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,0.06666666666666667,1,1,0.07142857142857142,1,2,0.125,1,0,0.0,0,9,0.6923076923076923,1,0,0.0,0
OTU10105,32,1.28,7,0,0.0,0,0,0.0,0,0,0.0,0,1,1.0,1,3,0.10714285714285714,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,30,1.1538461538461537,5,0,0.0,0,13,0.9285714285714286,2,3,0.1875,1,0,0.0,0,0,0.0,0,0,0.0,0
OTU10106,3080,123.2,25,3,0.21428571428571427,2,4,0.26666666666666666,2,6,0.42857142857142855,1,0,0.0,0,12,0.42857142857142855,2,6,0.42857142857142855,4,5,0.3333333333333333,4,0,0.0,0,0,0.0,0,3,0.3333333333333333,3,11,0.4230769230769231,5,0,0.0,0,0,0.0,0,1,0.0625,1,0,0.0,0,1,0.07692307692307693,1,0,0.0,0
OTU1011,0,0.0,0,18,1.2857142857142858,1,1,0.06666666666666667,1,32,2.2857142857142856,1,0,0.0,0,0,0.0,0,87,6.214285714285714,5,41,2.7333333333333334,3,14,1.1666666666666667,4,2,0.18181818181818182,1,12,1.3333333333333333,4,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0
OTU10114,44,1.76,7,181,12.928571428571429,14,58,3.8666666666666667,11,73,5.214285714285714,12,16,16.0,1,200,7.142857142857143,21,119,8.5,14,197,13.133333333333333,15,242,20.166666666666668,12,80,7.2727272727272725,11,85,9.444444444444445,8,369,14.192307692307692,22,398,26.533333333333335,13,293,20.928571428571427,13,378,23.625,16,491,35.07142857142857,14,250,19.23076923076923,11,87,43.5,2
OTU10125,0,0.0,0,0,0.0,0,1,0.06666666666666667,1,0,0.0,0,0,0.0,0,6,0.21428571428571427,2,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,0.06666666666666667,1,1,0.07142857142857142,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0
OTU10127,0,0.0,0,0,0.0,0,1,0.06666666666666667,1,1,0.07142857142857142,1,0,0.0,0,1,0.03571428571428571,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,2,0.07692307692307693,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,2,0.15384615384615385,1,0,0.0,0
OTU10128,0,0.0,0,0,0.0,0,0,0.0,0,2,0.14285714285714285,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,0.038461538461538464,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0
OTU1013,4,0.16,1,7,0.5,2,13,0.8666666666666667,2,0,0.0,0,0,0.0,0,3,0.10714285714285714,2,21,1.5,3,8,0.5333333333333333,2,3,0.25,2,0,0.0,0,2,0.2222222222222222,2,0,0.0,0,0,0.0,0,0,0.0,0,18,1.125,2,0,0.0,0,6,0.46153846153846156,1,0,0.0,0
OTU10131,0,0.0,0,0,0.0,0,4,0.26666666666666666,2,0,0.0,0,1,1.0,1,4,0.14285714285714285,2,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,7,0.2692307692307692,2,23,1.5333333333333334,2,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0
OTU10135,0,0.0,0,0,0.0,0,1,0.06666666666666667,1,2,0.14285714285714285,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0
OTU10136,7,0.28,1,0,0.0,0,1,0.06666666666666667,1,0,0.0,0,0,0.0,0,1,0.03571428571428571,1,0,0.0,0,0,0.0,0,1,0.08333333333333333,1,0,0.0,0,0,0.0,0,6,0.23076923076923078,2,0,0.0,0,0,0.0,0,4,0.25,1,0,0.0,0,0,0.0,0,0,0.0,0
OTU10138,1,0.04,1,27,1.9285714285714286,6,112,7.466666666666667,10,311,22.214285714285715,9,0,0.0,0,9,0.32142857142857145,3,63,4.5,9,33,2.2,8,29,2.4166666666666665,8,39,3.5454545454545454,7,23,2.5555555555555554,7,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,3,0.23076923076923078,1,0,0.0,0
OTU1014,2,0.08,1,0,0.0,0,0,0.0,0,10,0.7142857142857143,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,48,1.8461538461538463,7,98,6.533333333333333,3,10,0.7142857142857143,1,64,4.0,5,0,0.0,0,104,8.0,2,0,0.0,0
OTU1015,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,6,0.42857142857142855,1,0,0.0,0,5,0.4166666666666667,1,0,0.0,0,14,1.5555555555555556,2,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0
OTU10150,4,0.16,3,0,0.0,0,0,0.0,0,2,0.14285714285714285,1,0,0.0,0,1,0.03571428571428571,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,2,0.07692307692307693,2,0,0.0,0,1,0.07142857142857142,1,1,0.0625,1,1,0.07142857142857142,1,0,0.0,0,0,0.0,0
OTU10153,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,66,2.357142857142857,10,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,0.07142857142857142,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0
OTU10155,0,0.0,0,2,0.14285714285714285,2,2,0.13333333333333333,1,2,0.14285714285714285,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,0.07142857142857142,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0
OTU10158,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,4,0.2857142857142857,2,2,0.13333333333333333,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0
OTU1016,86,3.44,5,0,0.0,0,3,0.2,2,3,0.21428571428571427,2,0,0.0,0,49,1.75,8,7,0.5,3,0,0.0,0,5,0.4166666666666667,2,1,0.09090909090909091,1,0,0.0,0,61,2.3461538461538463,12,5,0.3333333333333333,3,13,0.9285714285714286,2,0,0.0,0,1,0.07142857142857142,1,1,0.07692307692307693,1,1,0.5,1
OTU1017,311,12.44,12,5,0.35714285714285715,2,8,0.5333333333333333,2,1,0.07142857142857142,1,0,0.0,0,38,1.3571428571428572,6,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,0.1111111111111111,1,47,1.8076923076923077,8,15,1.0,1,4,0.2857142857142857,1,6,0.375,1,0,0.0,0,0,0.0,0,0,0.0,0
OTU10170,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,2,0.13333333333333333,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0
OTU10171,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,12,0.8571428571428571,1,10,0.6666666666666666,2,0,0.0,0,0,0.0,0,3,0.3333333333333333,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0
OTU10173,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,8,0.5333333333333333,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0
OTU1018,0,0.0,0,4,0.2857142857142857,3,0,0.0,0,2,0.14285714285714285,1,0,0.0,0,1,0.03571428571428571,1,0,0.0,0,1,0.06666666666666667,1,0,0.0,0,0,0.0,0,0,0.0,0,10,0.38461538461538464,4,3,0.2,2,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0
OTU10185,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,2,0.16666666666666666,2,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0
OTU10186,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,2,0.13333333333333333,2,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0
OTU10188,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,6,0.42857142857142855,1,3,0.2,2,8,0.6666666666666666,1,2,0.18181818181818182,1,1,0.1111111111111111,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0
OTU10189,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,2,0.14285714285714285,1,0,0.0,0,2,0.16666666666666666,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0
OTU1019,43,1.72,10,0,0.0,0,1,0.06666666666666667,1,0,0.0,0,0,0.0,0,64,2.2857142857142856,4,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,23,0.8846153846153846,5,15,1.0,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0
OTU10194,0,0.0,0,3,0.21428571428571427,1,1,0.06666666666666667,1,0,0.0,0,0,0.0,0,1,0.03571428571428571,1,0,0.0,0,0,0.0,0,0,0.0,0,7,0.6363636363636364,1,0,0.0,0,0,0.0,0,0,0.0,0,7,0.5,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0
OTU102,27,1.08,3,5,0.35714285714285715,3,1,0.06666666666666667,1,0,0.0,0,0,0.0,0,5,0.17857142857142858,3,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,2,0.13333333333333333,1,0,0.0,0,1,0.0625,1,0,0.0,0,0,0.0,0,0,0.0,0
OTU1020,1,0.04,1,24,1.7142857142857142,7,5,0.3333333333333333,3,3,0.21428571428571427,2,1,1.0,1,3,0.10714285714285714,2,9,0.6428571428571429,2,1,0.06666666666666667,1,0,0.0,0,0,0.0,0,0,0.0,0,75,2.8846153846153846,13,191,12.733333333333333,10,29,2.0714285714285716,4,61,3.8125,4,34,2.4285714285714284,4,12,0.9230769230769231,1,0,0.0,0
OTU10200,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,5,0.17857142857142858,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,3,0.3333333333333333,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0
OTU10202,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,2,0.07692307692307693,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0
OTU1021,0,0.0,0,5,0.35714285714285715,2,1,0.06666666666666667,1,1,0.07142857142857142,1,0,0.0,0,373,13.321428571428571,2,12,0.8571428571428571,2,206,13.733333333333333,3,4,0.3333333333333333,1,2,0.18181818181818182,1,24,2.6666666666666665,1,4,0.15384615384615385,3,1,0.06666666666666667,1,0,0.0,0,0,0.0,0,0,0.0,0,5,0.38461538461538464,2,1,0.5,1
OTU10213,0,0.0,0,0,0.0,0,0,0.0,0,5,0.35714285714285715,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,8,0.3076923076923077,1,42,2.8,3,14,1.0,3,24,1.5,2,15,1.0714285714285714,2,21,1.6153846153846154,5,21,10.5,1
OTU10216,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,2,0.07692307692307693,1,0,0.0,0,0,0.0,0,0,0.0,0,7,0.5,3,6,0.46153846153846156,3,0,0.0,0
OTU1022,0,0.0,0,2,0.14285714285714285,2,4,0.26666666666666666,2,0,0.0,0,0,0.0,0,0,0.0,0,27,1.9285714285714286,7,73,4.866666666666666,9,86,7.166666666666667,7,33,3.0,8,16,1.7777777777777777,5,4,0.15384615384615385,1,22,1.4666666666666666,6,97,6.928571428571429,5,24,1.5,3,90,6.428571428571429,7,18,1.3846153846153846,4,17,8.5,1
OTU10221,30,1.2,2,0,0.0,0,0,0.0,0,2,0.14285714285714285,2,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,0.08333333333333333,1,0,0.0,0,0,0.0,0,13,0.5,2,3,0.2,1,2,0.14285714285714285,1,4,0.25,1,2,0.14285714285714285,1,0,0.0,0,0,0.0,0
OTU10224,34,1.36,3,12,0.8571428571428571,5,3,0.2,2,9,0.6428571428571429,5,1,1.0,1,13,0.4642857142857143,1,5,0.35714285714285715,2,3,0.2,2,10,0.8333333333333334,2,12,1.0909090909090908,3,6,0.6666666666666666,2,18,0.6923076923076923,2,24,1.6,1,22,1.5714285714285714,4,97,6.0625,3,22,1.5714285714285714,1,5,0.38461538461538464,2,2,1.0,1
OTU10226,1,0.04,1,0,0.0,0,1,0.06666666666666667,1,1,0.07142857142857142,1,0,0.0,0,0,0.0,0,2,0.14285714285714285,1,0,0.0,0,1,0.08333333333333333,1,2,0.18181818181818182,1,0,0.0,0,8,0.3076923076923077,2,2,0.13333333333333333,2,0,0.0,0,0,0.0,0,1,0.07142857142857142,1,1,0.07692307692307693,1,2,1.0,1
